text,label,text_clean
"saya bukanlah penggemar berat kambing karena tidak tahan dengan bau nya , tapi makan di tempat ini , saya seperti tidak sedang makan kambing ! daging nya empuk , enak dan tidak berbau . suasana resto nya pun enak dan nyaman",positive,bukanlah penggemar berat kambing tidak tahan bau tapi makan tempat sepe i tidak sedang makan kambing daging empuk enak tidak berbau suasana resto enak nyaman
"the peak , lokasi nya cukup jauh dari pusat kota bandung , menelusuri jalan setiabudi sp terminal ledeng , ambil belokan ke kiri , terus menelusuri jalan tanjakan jalanan aspal rusak sempit , sejauh belasan km kita akan memaduki perumahan / villa mewah untuk menuju ke the peak , resto modern ala barat yang terkesan mewah ini menyediakan makanan / masakan makanan barat , by the way , sop buntut juga ada , dengan pemandangan kota bandung yang cantik .",positive,the peak lokasi cukup jauh pusat kota bandung menelusuri jalan setiabudi sp terminal ledeng ambil belokan kiri terus menelusuri jalan tanjakan jalanan aspal rusak sempit sejauh belasan km memaduki perumahan vila mewah menuju the peak resto modern ala barat terkesan mewah menyediakan makanan masakan makanan barat by the way sop buntut pemandangan kota bandung cantik
dia ketahuan bikin indomie goreng jumbo padahal kan kalau 1 itu tidak kenyang .,neutral,ketahuan indomie goreng jumbo padahal kan kalau tidak kenyang
"saya sangat terkesan dengan masakan yang ada di restoran raja sunda bandung . rasanya sangat khas sunda dan mantap . sambel nya enak , sayur asem nya juga enak . saya cukup merekomendasikan paket nasi timbel spesial",positive,sangat terkesan masakan restoran raja sunda bandung rasanya sangat khas sunda mantap sambal enak sayur asem enak cukup merekomendasikan paket nasi timbel spesial
"lah , panca terlalu sombong nih , fakta nya ahy baru dielu-dieluan oleh kalangan konstituen medsos keluarga besar demokrat saja , selanjutnya ah harus tampil dengan ide-ide baru untuk konsumsi semua masyarakat pada menjual ah dengan bahasa yang bersahabat , bukan dengan sinis seperti ini",negative,lah panca terlalu sombong fakta agus harimurti yudhoyono baru dielu dieluan kalangan konstituen media sosial keluarga besar demokrat selanjutnya ah harus tampil ide ide baru konsumsi semua masyarakat menjual ah bahasa bersahabat bukan sinis sepe i
"lebih baik tatap masa depan dengan peluang-peluang baru seperti fintect , ar / vr technology , iot dan masih banyak lagi yang bisa digarap , contoh nya yang dikerjakan gojek , traveloka dan tokopedia , daripada usul konyol memblokir google , fb atau twitter .",positive,lebih baik tatap masa depan peluang peluang baru sepe i fintect ar vr technology iot banyak bisa digarap contoh dikerjakan gojek traveloka tokopedia usul konyol memblokir google facebook twitter
"beli kerupuk dan makanan khas bandung lain yang rasanya enak , tempat terjangkau dan harga sesuailah . boleh berkunjung ke sana untuk mendapat oleh-oleh dengan citarasa terbaik",positive,beli kerupuk makanan khas bandung rasanya enak tempat terjangkau harga sesuailah boleh berkunjung sana mendapat citarasa terbaik
sangat bangga dengan presiden jokowi yang berani dan tegas mengkritik secara halus 2 negara perang dagang dengan analogi,positive,sangat bangga presiden jokowi berani tegas mengkritik halus negara perang dagang analogi
sulit,negative,sulit
"pas masuk suka banget sama suasana restoran ini , tempat nya cukup luas dan jarak antara meja yang satu dan yang lain tidak terlalu dekat . cocok buat pergi bareng keluarga . recommended mango chicken dan es cendol green tea !",positive,pas masuk suka banget sama suasana restoran tempat cukup luas jarak meja satu tidak terlalu dekat cocok buat pergi bareng keluarga recommended mango chicken es cendol green tea
"secara keseluruhan baik : jadi good tempat nya memang nyaman banget buat staf seharian ngobrol bareng keluarga / bff kita . sama pacar juga . hahaha . ya kalau dari segi harga memang agak tinggi ya karena kan kita bebas di sana berapa lama . : buat makanan nya sih termasuk lumayan enak , saya paling suka cireng nya pasti psn kalau ke sini .",positive,keseluruhan baik jadi good tempat memang nyaman banget buat staf seharian mengobrol bareng keluarga best friend forever sama pacar haha kalau segi harga memang agak tinggi kan bebas sana berapa lama buat makanan termasuk lumayan enak paling suka cireng pasti play station network kalau sini
kalau tidak ajak perang saja siapa yang berani mengusik umat islam kita ratakan saja dengan tanah,negative,kalau tidak ajak perang siapa berani mengusik umat islam ratakan tanah
tidak terbantu,negative,tidak terbantu
"cuanki terkenal di bandung , ada cabang di dekat suis butcher tapi harga nya lebih mahal sedikit . cocok untuk makan sore-sore . selalu penuh , harus buru-buru cari tempat duduk . batagor nya juga enak . bisa pesan 1 / 2 porsi",positive,cuanki terkenal bandung cabang dekat suis butcher tapi harga lebih mahal sedikit cocok makan sore sore selalu penuh harus buru buru cari tempat duduk batagor enak bisa pesan porsi
kalau suasana nya sih oke di sana masih asri banget apalagi ada taman kelinci buat si kecil seru liat nya tapi masalah makanan nya biasa saja ( menangis ) agak kecewa masalah makanan di restoran nya,negative,kalau suasana oke sana asri banget taman kelinci buat kecil seru lihat tapi masalah makanan biasa menangis agak kecewa masalah makanan restoran
"sangat cocok untuk sarapan atau makan siang makan malam , tersedia menu dim sum , makanan ringan dan juga beragam menu lainnya",positive,sangat cocok sarapan makan siang makan malam tersedia menu dim sum makanan ringan beragam menu lainnya
"cewek perek alexis di palembang rata-rata orang-orang sunda , seperti tahi kan mereka alim miskin jual diri .",negative,cewek perek alexis palembang rata rata orang orang sunda sepe i tahi kan alim miskin jual diri
menu makanan beragam dengan harga yang murah meriah . ada menu makanan porsi besar . pizza ukuran setengah meter dan burger raksasa . bisa main bowling pula,positive,menu makanan beragam harga murah meriah menu makanan porsi besar pizza ukuran setengah meter burger raksasa bisa main bowling
"kelaparan saat berada di daerah atas bandung pada trip saya saat liburan . dan saya ingat kata teman saya tentang salahsatu restoran di daerah setiabudhi atas . di sinilah saya dan keluarga melampiaskan lapar dan dahaga . suasana nyaman dan tentang kami dapatkan , meski kami harus mengantre selama 30 menit . pelayanan harus s sedikit di tingkatkan , apalagi akhir pekan yang pasti penuh . bagaimana pun , terima kasih semuanya .",positive,kelaparan berada daerah atas bandung trip liburan ingat kata teman salahsatu restoran daerah setiabudhi atas sinilah keluarga melampiaskan lapar dahaga suasana nyaman dapatkan meski harus mengantre selama menit pelayanan harus sedikit tingkatkan akhir pekan pasti penuh bagaimana terima kasih semuanya
"makanan dengan porsi yang cukup banyak saat dingin itu memuaskan , ditambah kopi yang enak serta teh jahe yang menghangatkan badan . sop buntut nya enak , rekomendasi !",positive,makanan porsi cukup banyak dingin memuaskan ditambah kopi enak se a teh jahe menghangatkan badan sop buntut enak rekomendasi
mapolsek tamiang beserta isi nya tidak cocok lagi berada di aceh,negative,mapolsek tamiang bese a isi tidak cocok berada aceh
"bosan deh lihat alur sinetron yang cerita nya itu-itu saja ; anak tertukarlah , suami selingkuhlah , ibu tiri yang jahatlah , teman saling nikunglah . kesan nya sudah tertebak bagaimana jalan cerita kedepan nya , jadi tidak penasaran . jatoh nya ya muak .",negative,bosan deh lihat alur sinetron cerita anak te ukarlah suami selingkuhlah ibu tiri jahatlah teman saling nikunglah kesan te ebak bagaimana jalan cerita ke depan jadi tidak penasaran jatuh muak
"anjing facebook gua dibajak kampang tidak usah menghinbo nya aneh aneh sama gua babi lampung anjing , tidak usah cari mati sama bangsa palembang",negative,anjing facebook dibajak kampang tidak usah menghinbo aneh aneh sama babi lampung anjing tidak usah cari mati sama bangsa palembang
maksud nya apa ini itu ? benarkan dong sistem nya . kecewa banget sumpah .,negative,maksud apa benarkan dong sistem kecewa banget sumpah
menonton di xxi jauh lebih nyaman,positive,menonton xxi jauh lebih nyaman
"saya makan siang di sini bersama keluarga , . makanan khas sunda , rasanya cukup enak dengan suasana alam di bawah pohon rindang dengan pemandangan danau yang indah , anak-anak senang sekali memberi ikan di kolam / danau . puas foto-foto di tempat ini .",positive,makan siang sini bersama keluarga makanan khas sunda rasanya cukup enak suasana alam bawah pohon rindang pemandangan danau indah anak anak senang sekali memberi ikan kolam danau puas foto foto tempat
sadar dirilah wahai monyet-monyet papua yang tidak berotak sampai kapan kalian akan diperlakukan sama seperti binatang ?,negative,sadar dirilah wahai monyet monyet papua tidak berotak kapan kalian diperlakukan sama sepe i binatang
"mie kocok itu khas nya bandung . itu kata saya . kalau ke daerah stasiun suka sengaja disempet-sempet mampir ke sini . juara banget deh mi kocok nya bumbu nya pas , kikil nya lembut dan pakai sumsum kesukaan saya . kulit deh timbangan dijamin naik 1 kg lagi nanti balik Jakarta . : d",positive,mie kocok khas bandung kata kalau daerah stasiun suka sengaja disempet sempat mampir sini juara banget deh mi kocok bumbu pas kikil lembut pakai sumsum kesukaan kulit deh timbangan dijamin naik kg balik jaka a
"bubur ayam yang dahulu berjualan di samping gedung palaguna sekarang di demolish , ternyata pindah sekitar 150 - 200 m ke arah jalan homann - pangarang tetap di sisi kiri jalan karena jalan dalem kaum ini satu jalur . bubur ayam ini sejak zaman dahulu konsisten rasanya . disajikan panas dengan tambahan standar ayam , cakwe , bawang , seledri , cita rasanya khas sehingga selalu bikin kangen .",positive,bubur ayam berjualan samping gedung palaguna sekarang demolish ternyata pindah sama arah jalan homann pangarang tetap sisi kiri jalan jalan kaum satu jalur bubur ayam sejak zaman konsisten rasanya disajikan panas tambahan standar ayam cakwe bawang seledri cita rasanya khas selalu kangen
"menu makanan nya yang selalu eksotis . mengusung menu nusantara dengan rasa yang enak , disajikan pada tempat makanan yang khas indonesia , suasana bagaikan di tengah hutan dan air terjun . difasilitasi gazebo-gazebo dengan bantal-bantal , dan kondisi kebersihan yang selalu terjaga . hm . sungguh tak tertandingi",positive,menu makanan selalu eksotis mengusung menu nusantara rasa enak disajikan tempat makanan khas indonesia suasana bagaikan tengah hutan air terjun difasilitasi gazebo gazebo bantal bantal kondisi kebersihan selalu terjaga hem sungguh tak te andingi
saya kirim motor nomor resi 2936631580001 tapi motor seperti ada bekas gosong dan spion nya tidak ada,neutral,kirim motor nomor resi tapi motor sepe i bekas gosong spion tidak
tidak damai,negative,tidak damai
"negara bersih bukan karena kpk tapi karena demokrasi kita yang menjamin transparansi sampai ke desa-desa . kpk tidak diperlukan karena tidak bekerja dengan nafas demokrasi . kpk itu lembaga yang tidak dikenal dalam demokrasi , otoriter , tertutup , eksklusif , dan lain-lain .",negative,negara bersih bukan komisi pemberantasan korupsi tapi demokrasi menjamin transparansi desa desa komisi pemberantasan korupsi tidak diperlukan tidak bekerja nafas demokrasi komisi pemberantasan korupsi lembaga tidak dikenal demokrasi otoriter te utup eksklusif
melupakan akan menjadi suatu hal yang sangat sulit karena kita sebenarnya tidak pernah belajar untuk melupakan,negative,melupakan menjadi suatu sangat sulit sebenarnya tidak pernah belajar melupakan
"admin permasalahan saya itu pada registrasi ulang , kenapa malah jawaban nya on off kan data , tidak jelas !",negative,admin permasalahan registrasi ulang malah jawaban on off kan data tidak jelas
"arah menyesal tadi beli seblak nih . tahu begini mah akan beli nih . terbangun , dan terus perut sakit banget anjing",negative,arah menyesal tadi beli seblak tahu begini beli terbangun terus perut sakit banget anjing
trump deklarasikan status bencana di north carolina,neutral,trump deklarasikan status bencana no h carolina
"rm khas sunda dengan tempat yang cukup nyaman , dan masakan yang cukup nyunda rasanya cukup enak , piring menggunakan alas daun , namun untuk yang tidak biasa bisa minta / pinjam piring nasi , harga relatif terjangkau atau cukup mahal tergantung masakan yang dipilih kategori : menengah - mahal ada makanan / camilan juga , saya kira tahu gejrot nya salah satu yang paling enak di kota bandung , ada colenak juga .",positive,rm khas sunda tempat cukup nyaman masakan cukup nyunda rasanya cukup enak piring menggunakan alas daun tidak biasa bisa meminta pinjam piring nasi harga relatif terjangkau cukup mahal tergantung masakan dipilih kategori menengah mahal makanan camilan kira tahu gejrot salah satu paling enak kota bandung colenak
"reunion house ini direkomendasikan banget buat makan siang di bandung . tempat nya nyaman , asyik buat santai mengobrol bareng siapa saja . menu nya juga oke banget .",positive,reunion house direkomendasikan banget buat makan siang bandung tempat nyaman asyik buat santai mengobrol bareng siapa menu oke banget
enak buat dijadikan tempat ngobrol santai atau me - time karena tempat nya enak dan tidak berisik . rocky road waffle dan vanilla milkshake nya enak : d,positive,enak buat dijadikan tempat mengobrol santai me time tempat enak tidak berisik rocky road waffle vanilla milkshake enak
"kalau ke bandung cobalah untuk menikmati cuanki serayu ini . baik bakso cuanki atau batagor nya sangatlah enak . saya lebih suka memesan semangkuk cuanki dan dicampur batagor , anda tak akan puas hanya datang sekali",positive,kalau bandung cobalah menikmati cuanki serayu baik bakso cuanki batagor sangatlah enak lebih suka memesan semangkuk cuanki dicampur batagor tak puas hanya datang sekali
